Ticket purchase time,Phone Number,Ticket price,no of tickets,Type of tikcet
"Nov 11, 2022  03:20:36",8760438129,20,1,one way
"Nov 11, 2022  03:53:17",8299458002,5,1,one way
"Nov 11, 2022  04:10:08",7795134064,5,1,one way
"Nov 11, 2022  04:18:46",7098657878,5,1,one way
"Nov 11, 2022  04:35:02",8286787918,20,1,one way
"Nov 11, 2022  04:58:57",8754084862,10,1,one way
"Nov 11, 2022  05:24:26",6745161895,9,1,return
"Nov 11, 2022  05:40:51",7829247240,108,3,return
"Nov 11, 2022  05:47:37",8603551324,5,1,one way
"Nov 11, 2022  06:56:53",9213175836,10,1,one way
"Nov 11, 2022  06:57:53",8074108136,20,1,one way
"Nov 11, 2022  08:13:21",7400219006,20,1,one way
"Nov 11, 2022  08:26:27",7261880129,10,1,one way
"Nov 11, 2022  08:43:18",9383891745,9,1,return
"Nov 11, 2022  08:49:47",9150054953,20,1,one way
"Nov 11, 2022  08:55:32",7127118901,80,4,one way
"Nov 11, 2022  09:00:17",7626049201,20,1,one way
"Nov 11, 2022  10:01:38",8877717432,20,1,one way
"Nov 11, 2022  10:38:12",7733811084,20,1,one way
"Nov 11, 2022  12:45:13",8417195973,10,1,one way
"Nov 11, 2022  13:19:12",7232613430,90,5,return
"Nov 11, 2022  13:28:25",8592643479,10,1,one way
"Nov 11, 2022  14:10:45",7950222381,9,1,return
"Nov 11, 2022  14:56:41",7934888584,10,1,one way
"Nov 11, 2022  15:17:08",7633465117,5,1,one way
"Nov 11, 2022  15:48:58",8546818972,20,1,one way
"Nov 11, 2022  16:09:33",6629653822,10,2,one way
"Nov 11, 2022  16:16:45",7549581004,90,5,return
"Nov 11, 2022  16:45:42",8009257973,108,3,return
"Nov 11, 2022  18:03:10",7389008848,5,1,one way
"Nov 11, 2022  18:05:54",7863627492,10,1,one way
"Nov 11, 2022  18:39:10",8931515841,25,5,one way
"Nov 11, 2022  18:45:13",9171125376,5,1,one way
"Nov 11, 2022  19:55:03",8158755319,10,1,one way
"Nov 11, 2022  20:06:09",6700132217,5,1,one way
"Nov 11, 2022  20:21:07",8604885193,20,1,one way
"Nov 11, 2022  21:42:29",7022091104,20,1,one way
"Nov 11, 2022  21:47:23",9656301774,20,1,one way
"Nov 11, 2022  22:34:45",7999945194,5,1,one way
"Nov 12, 2022  01:08:24",9795780521,5,1,one way
"Nov 12, 2022  02:13:55",6619884706,10,1,one way
"Nov 12, 2022  02:24:35",7659457257,5,1,one way
"Nov 12, 2022  03:38:10",7970740109,20,1,one way
"Nov 12, 2022  05:02:33",9024543197,10,1,one way
"Nov 12, 2022  05:15:13",8469027382,20,1,one way
"Nov 12, 2022  05:37:06",6778897879,20,1,one way
"Nov 12, 2022  06:17:25",7073506409,9,1,return
"Nov 12, 2022  06:18:09",7893266017,10,1,one way
"Nov 12, 2022  06:25:12",8287412463,5,1,one way
"Nov 12, 2022  07:02:38",9641418608,20,1,one way
"Nov 12, 2022  07:59:48",8203268929,20,1,one way
"Nov 12, 2022  08:09:19",9849337400,5,1,one way
"Nov 12, 2022  08:20:07",8593930589,20,1,one way
"Nov 12, 2022  08:20:24",7889504184,20,1,one way
"Nov 12, 2022  08:22:42",7401954820,10,1,one way
"Nov 12, 2022  09:22:02",8425270969,216,6,return
"Nov 12, 2022  10:38:12",9391694760,5,1,one way
"Nov 12, 2022  10:46:25",8571256490,20,1,one way
"Nov 12, 2022  10:53:11",9613597723,5,1,one way
"Nov 12, 2022  10:58:39",9449567518,36,4,return
"Nov 12, 2022  11:14:38",7654833385,10,1,one way
"Nov 12, 2022  11:40:08",7939060852,5,1,one way
"Nov 12, 2022  12:13:32",8787259859,5,1,one way
"Nov 12, 2022  12:59:46",9688424919,20,1,one way
"Nov 12, 2022  13:57:30",7762904574,5,1,one way
"Nov 12, 2022  14:40:34",8993023787,10,1,one way
"Nov 12, 2022  14:53:48",8537514249,10,2,one way
"Nov 12, 2022  15:12:40",9332277552,10,1,one way
"Nov 12, 2022  16:03:39",7003218697,30,3,one way
"Nov 12, 2022  16:29:51",9823160479,20,1,one way
"Nov 12, 2022  17:02:41",7941279457,10,1,one way
"Nov 12, 2022  17:16:48",8806071220,90,5,return
"Nov 12, 2022  17:42:17",8379415994,10,1,one way
"Nov 12, 2022  18:03:01",6986462884,216,6,return
"Nov 12, 2022  18:15:24",9850042971,20,1,one way
"Nov 12, 2022  18:22:02",7498859685,5,1,one way
"Nov 12, 2022  19:24:58",7247217667,10,1,one way
"Nov 12, 2022  19:28:34",8710340877,36,4,return
"Nov 12, 2022  19:32:53",7672154133,20,1,one way
"Nov 12, 2022  19:35:11",8718330051,5,1,one way
"Nov 12, 2022  20:06:35",8052850953,5,1,one way
"Nov 12, 2022  20:13:47",7520594383,10,2,one way
"Nov 12, 2022  20:18:14",6578068164,10,1,one way
"Nov 12, 2022  20:44:36",7292682628,5,1,one way
"Nov 12, 2022  21:37:35",9350235098,10,1,one way
"Nov 12, 2022  22:36:46",8183278374,5,1,one way
"Nov 12, 2022  22:50:44",9617503605,60,6,one way
"Nov 13, 2022  01:57:48",9441929237,5,1,one way
"Nov 13, 2022  02:14:21",8658448585,5,1,one way
"Nov 13, 2022  02:21:07",7666398997,20,1,one way
"Nov 13, 2022  02:28:45",8410324153,36,4,return
"Nov 13, 2022  03:12:23",7802843219,10,1,one way
"Nov 13, 2022  03:19:35",6767447525,5,1,one way
"Nov 13, 2022  03:43:12",7271369653,10,1,one way
"Nov 13, 2022  04:23:57",7931543863,10,1,one way
"Nov 13, 2022  04:25:24",9488267916,36,2,return
"Nov 13, 2022  04:44:24",7443936083,20,1,one way
"Nov 13, 2022  04:57:56",8589255373,5,1,one way
"Nov 13, 2022  05:18:14",8970652138,20,1,one way
"Nov 13, 2022  05:24:17",6714387844,5,1,one way
"Nov 13, 2022  05:51:56",7705477371,108,3,return
"Nov 13, 2022  06:05:02",7271326940,20,1,one way
"Nov 13, 2022  06:40:28",8972108572,60,6,one way
"Nov 13, 2022  06:58:11",9479627095,5,1,one way
"Nov 13, 2022  07:19:03",8039869995,5,1,one way
"Nov 13, 2022  07:40:05",9231633579,80,4,one way
"Nov 13, 2022  08:32:47",7326409635,5,1,one way
"Nov 13, 2022  08:45:45",7543863170,10,1,one way
"Nov 13, 2022  10:02:38",8168945452,9,1,return
"Nov 13, 2022  10:15:10",7347859965,5,1,one way
"Nov 13, 2022  10:21:56",7086686673,10,1,one way
"Nov 13, 2022  11:47:37",9516988223,5,1,one way
"Nov 13, 2022  12:50:50",7983602504,10,1,one way
"Nov 13, 2022  12:58:11",8778380426,20,1,one way
"Nov 13, 2022  13:41:14",7510103869,5,1,one way
"Nov 13, 2022  14:04:34",8712672510,10,1,one way
"Nov 13, 2022  14:20:50",6573548169,20,1,one way
"Nov 13, 2022  14:51:30",7863912301,5,1,one way
"Nov 13, 2022  14:51:48",9400021446,10,1,one way
"Nov 13, 2022  16:43:24",9766531309,20,1,one way
"Nov 13, 2022  17:25:09",7900890785,20,1,one way
"Nov 13, 2022  17:55:58",6754354648,20,1,one way
"Nov 13, 2022  17:56:59",9338831636,5,1,one way
"Nov 13, 2022  18:06:29",9854054855,20,1,one way
"Nov 13, 2022  18:08:47",9573750276,20,1,one way
"Nov 13, 2022  18:10:48",8023635245,20,1,one way
"Nov 13, 2022  18:36:26",8957143209,20,1,one way
"Nov 13, 2022  19:12:00",7141478413,10,1,one way
"Nov 13, 2022  19:22:13",6792833527,20,1,one way
"Nov 13, 2022  20:30:55",9187683014,20,1,one way
"Nov 13, 2022  20:43:52",9514902466,20,1,one way
"Nov 13, 2022  21:07:03",7983166314,20,1,one way
"Nov 13, 2022  21:08:47",9846794694,10,1,one way
"Nov 13, 2022  21:24:12",8527698807,9,1,return
"Nov 13, 2022  22:06:58",7724591430,20,1,one way
"Nov 13, 2022  22:10:16",9353391961,25,5,one way
"Nov 14, 2022  01:31:18",8628217904,10,1,one way
"Nov 14, 2022  01:36:20",9431005772,10,1,one way
"Nov 14, 2022  01:42:40",8140731731,10,1,one way
"Nov 14, 2022  02:23:51",9727766321,10,1,one way
"Nov 14, 2022  04:27:33",8094329024,216,6,return
"Nov 14, 2022  04:50:53",7682298491,20,1,one way
"Nov 14, 2022  05:20:41",7351829638,10,1,one way
"Nov 14, 2022  05:22:08",6798396963,10,1,one way
"Nov 14, 2022  06:09:39",8110283283,10,1,one way
"Nov 14, 2022  06:13:24",6748817032,108,3,return
"Nov 14, 2022  06:40:19",7413537934,90,5,return
"Nov 14, 2022  07:17:28",8140317395,20,1,one way
"Nov 14, 2022  07:59:14",7763061342,10,1,one way
"Nov 14, 2022  08:04:08",9833023946,10,1,one way
"Nov 14, 2022  08:16:22",6568205711,20,1,one way
"Nov 14, 2022  08:19:58",8829566936,36,2,return
"Nov 14, 2022  08:27:10",9800066251,36,2,return
"Nov 14, 2022  08:34:13",9333416692,20,1,one way
"Nov 14, 2022  08:48:20",6561446313,5,1,one way
"Nov 14, 2022  08:56:59",6758142652,20,1,one way
"Nov 14, 2022  09:31:06",9398912169,20,1,one way
"Nov 14, 2022  09:33:07",9532535950,20,1,one way
"Nov 14, 2022  09:40:45",8119283213,10,1,one way
"Nov 14, 2022  09:50:07",9006975319,20,1,one way
"Nov 14, 2022  10:01:29",9757688010,20,1,one way
"Nov 14, 2022  10:06:32",8490564625,20,1,one way
"Nov 14, 2022  10:25:41",8164834051,5,1,one way
"Nov 14, 2022  12:04:36",7431426973,5,1,one way
"Nov 14, 2022  12:15:24",8148145763,9,1,return
"Nov 14, 2022  12:23:20",8682744146,5,1,one way
"Nov 14, 2022  12:41:37",8441549133,10,1,one way
"Nov 14, 2022  12:53:25",8996091244,10,1,one way
"Nov 14, 2022  13:07:41",8362444955,5,1,one way
"Nov 14, 2022  13:47:34",8179548541,20,1,one way
"Nov 14, 2022  14:03:33",8832165444,30,3,one way
"Nov 14, 2022  14:14:12",9161891923,20,1,one way
"Nov 14, 2022  14:44:10",8582501409,10,2,one way
"Nov 14, 2022  14:54:40",7673062986,10,1,one way
"Nov 14, 2022  15:08:12",7189805845,10,1,one way
"Nov 14, 2022  15:44:21",8738610255,108,3,return
"Nov 14, 2022  15:56:18",8249726082,10,1,one way
"Nov 14, 2022  16:01:03",8561749770,20,1,one way
"Nov 14, 2022  17:47:37",8183715844,5,1,one way
"Nov 14, 2022  18:14:07",6819938721,108,3,return
"Nov 14, 2022  18:16:16",8713554469,9,1,return
"Nov 14, 2022  18:25:38",7557962362,20,1,one way
"Nov 14, 2022  18:28:48",9186383114,9,1,return
"Nov 14, 2022  18:37:00",8175949972,5,1,one way
"Nov 14, 2022  18:41:02",7858238839,5,1,one way
"Nov 14, 2022  19:18:55",7152624173,20,1,one way
"Nov 14, 2022  19:49:35",9593815041,5,1,one way
"Nov 14, 2022  20:17:31",7462736872,10,1,one way
"Nov 14, 2022  20:25:26",8834292253,10,1,one way
"Nov 14, 2022  20:29:28",7522378630,10,2,one way
"Nov 14, 2022  20:52:57",8613790599,20,1,one way
"Nov 14, 2022  20:53:48",9372357772,108,3,return
"Nov 14, 2022  20:56:15",9556922373,80,4,one way
"Nov 14, 2022  21:23:02",8694422568,20,1,one way
"Nov 14, 2022  21:25:12",7158905100,10,1,one way
"Nov 14, 2022  21:28:13",6616661630,20,1,one way
"Nov 14, 2022  21:51:07",9812204709,5,1,one way
"Nov 14, 2022  22:44:50",9137276645,10,1,one way
"Nov 14, 2022  22:46:25",8936921653,20,1,one way
"Nov 14, 2022  22:58:57",9345624507,9,1,return
"Nov 15, 2022  01:04:48",7449369622,10,1,one way
"Nov 15, 2022  01:13:35",8237955455,20,1,one way
"Nov 15, 2022  01:48:26",9014536445,5,1,one way
"Nov 15, 2022  02:16:48",9682140345,10,1,one way
"Nov 15, 2022  02:37:58",9639515267,36,4,return
"Nov 15, 2022  03:12:06",7748963018,36,2,return
"Nov 15, 2022  03:39:10",8047326210,20,1,one way
"Nov 15, 2022  03:45:22",8905191925,10,1,one way
"Nov 15, 2022  04:00:37",7955669777,5,1,one way
"Nov 15, 2022  04:10:16",6829064899,20,1,one way
"Nov 15, 2022  04:14:27",6675439389,36,2,return
"Nov 15, 2022  04:15:19",8867885902,10,1,one way
"Nov 15, 2022  04:28:08",6863623885,36,2,return
"Nov 15, 2022  04:29:08",7389471942,36,4,return
"Nov 15, 2022  04:29:43",7182684335,10,1,one way
"Nov 15, 2022  04:33:53",7842366210,20,1,one way
"Nov 15, 2022  05:11:20",9247668538,60,6,one way
"Nov 15, 2022  06:04:54",8107347796,36,2,return
"Nov 15, 2022  06:05:20",8117841212,20,1,one way
"Nov 15, 2022  06:50:50",8781566471,20,1,one way
"Nov 15, 2022  07:26:59",9211160714,20,1,one way
"Nov 15, 2022  08:34:57",8282299019,25,5,one way
"Nov 15, 2022  08:56:41",7201206811,20,1,one way
"Nov 15, 2022  09:25:55",9243930262,20,1,one way
"Nov 15, 2022  09:26:47",9721295690,20,1,one way
"Nov 15, 2022  10:31:26",6868231125,5,1,one way
"Nov 15, 2022  10:43:58",7246182313,10,1,one way
"Nov 15, 2022  11:03:16",9214843709,20,1,one way
"Nov 15, 2022  11:15:39",6985678149,20,1,one way
"Nov 15, 2022  11:36:40",9285079060,10,1,one way
"Nov 15, 2022  13:30:00",9711208529,5,1,one way
"Nov 15, 2022  13:42:06",6782282084,5,1,one way
"Nov 15, 2022  14:01:24",8654451238,216,6,return
"Nov 15, 2022  14:11:20",7698281637,20,1,one way
"Nov 15, 2022  14:58:34",8046437077,20,1,one way
"Nov 15, 2022  15:17:08",7343892034,20,1,one way
"Nov 15, 2022  15:53:08",9799716915,20,1,one way
"Nov 15, 2022  16:05:57",7973314351,10,1,one way
"Nov 15, 2022  16:56:56",6958570824,108,3,return
"Nov 15, 2022  16:59:57",7279216776,10,1,one way
"Nov 15, 2022  17:31:21",8888201660,5,1,one way
"Nov 15, 2022  17:42:26",7404889711,10,1,one way
"Nov 15, 2022  18:32:24",6928805652,10,1,one way
"Nov 15, 2022  19:06:58",8937676522,20,1,one way
"Nov 15, 2022  19:47:51",6645651331,5,1,one way
"Nov 15, 2022  20:07:09",8317144490,10,2,one way
"Nov 15, 2022  20:16:31",6767807017,10,1,one way
"Nov 15, 2022  20:21:24",8074789738,5,1,one way
"Nov 15, 2022  20:33:39",8834358280,20,1,one way
"Nov 15, 2022  20:50:47",7454624567,36,4,return
"Nov 15, 2022  21:38:53",7475276827,5,1,one way
"Nov 15, 2022  22:20:04",7764298712,20,1,one way
"Nov 15, 2022  22:32:18",8301890542,20,1,one way
"Nov 15, 2022  22:41:05",8692457571,20,1,one way
"Nov 16, 2022  01:00:37",6972106876,20,1,one way
"Nov 16, 2022  01:07:32",9073739832,20,1,one way
"Nov 16, 2022  01:21:39",6745648435,10,1,one way
"Nov 16, 2022  01:39:22",8073840020,10,1,one way
"Nov 16, 2022  03:01:18",7047428324,5,1,one way
"Nov 16, 2022  03:32:33",8464547080,10,1,one way
"Nov 16, 2022  03:37:09",9475188216,80,4,one way
"Nov 16, 2022  04:16:19",7426732156,20,1,one way
"Nov 16, 2022  04:38:30",8456671939,20,1,one way
"Nov 16, 2022  04:43:06",8722225037,25,5,one way
"Nov 16, 2022  06:34:51",9137188248,90,5,return
"Nov 16, 2022  07:38:12",8002586888,10,1,one way
"Nov 16, 2022  08:01:58",7460339476,20,1,one way
"Nov 16, 2022  08:34:31",9272596659,5,1,one way
"Nov 16, 2022  09:22:54",7069688737,108,3,return
"Nov 16, 2022  09:42:37",7394214471,10,2,one way
"Nov 16, 2022  09:58:45",7611565222,10,1,one way
"Nov 16, 2022  10:00:37",7168400837,10,1,one way
"Nov 16, 2022  10:12:43",9521212534,90,5,return
"Nov 16, 2022  11:04:25",9792154321,5,1,one way
"Nov 16, 2022  11:38:24",9617626487,10,1,one way
"Nov 16, 2022  11:42:35",7516534636,20,1,one way
"Nov 16, 2022  11:55:06",9589527220,60,6,one way
"Nov 16, 2022  12:35:00",6608627904,36,2,return
"Nov 16, 2022  13:37:03",9709390433,25,5,one way
"Nov 16, 2022  13:38:47",6904956943,5,1,one way
"Nov 16, 2022  13:57:22",8197593845,20,1,one way
"Nov 16, 2022  14:17:48",6661418152,36,2,return
"Nov 16, 2022  14:21:16",7915494386,10,1,one way
"Nov 16, 2022  15:12:58",8979786630,10,2,one way
"Nov 16, 2022  15:28:48",9437212425,5,1,one way
"Nov 16, 2022  15:30:40",9614583878,36,2,return
"Nov 16, 2022  16:08:33",6667196255,5,1,one way
"Nov 16, 2022  17:14:56",9779252508,9,1,return
"Nov 16, 2022  17:33:13",7873489858,20,1,one way
"Nov 16, 2022  18:00:09",8675434921,20,1,one way
"Nov 16, 2022  18:15:16",9040005247,20,1,one way
"Nov 16, 2022  18:24:55",8886069229,10,1,one way
"Nov 16, 2022  18:42:12",8270080577,60,6,one way
"Nov 16, 2022  19:07:32",8858844425,5,1,one way
"Nov 16, 2022  19:19:29",9317491943,20,1,one way
"Nov 16, 2022  19:27:50",9617462377,36,4,return
"Nov 16, 2022  19:35:46",7499854279,20,1,one way
"Nov 16, 2022  20:03:50",8215438653,20,1,one way
"Nov 16, 2022  20:22:42",8885937896,5,1,one way
"Nov 16, 2022  20:23:00",8552413379,108,3,return
"Nov 16, 2022  20:32:56",9542335744,5,1,one way
"Nov 16, 2022  22:36:03",6722673701,36,2,return
"Nov 16, 2022  22:52:28",7163058214,20,1,one way
"Nov 17, 2022  01:29:34",7241325810,20,1,one way
"Nov 17, 2022  02:55:41",7789494158,30,3,one way
"Nov 17, 2022  02:59:17",9778119556,20,1,one way
"Nov 17, 2022  03:18:52",9754282564,10,1,one way
"Nov 17, 2022  03:47:57",7896854812,10,1,one way
"Nov 17, 2022  03:56:36",9045539199,10,1,one way
"Nov 17, 2022  05:02:07",7803914956,10,1,one way
"Nov 17, 2022  05:16:39",8251751408,20,1,one way
"Nov 17, 2022  05:26:53",7110708047,10,1,one way
"Nov 17, 2022  08:15:13",9095773840,10,1,one way
"Nov 17, 2022  08:20:59",6619463783,10,1,one way
"Nov 17, 2022  09:02:36",7755067999,20,1,one way
"Nov 17, 2022  09:16:25",7024002701,10,1,one way
"Nov 17, 2022  09:20:27",9059928896,10,1,one way
"Nov 17, 2022  09:51:24",8786042555,30,3,one way
"Nov 17, 2022  11:20:07",8903641216,10,1,one way
"Nov 17, 2022  11:26:18",6740605532,216,6,return
"Nov 17, 2022  11:39:42",9252895747,20,1,one way
"Nov 17, 2022  13:03:48",6617607697,60,6,one way
"Nov 17, 2022  13:32:10",9315699229,5,1,one way
"Nov 17, 2022  14:10:36",6799445961,10,1,one way
"Nov 17, 2022  14:16:05",7760770087,10,1,one way
"Nov 17, 2022  14:20:07",8542583941,20,1,one way
"Nov 17, 2022  14:52:05",7228495988,20,1,one way
"Nov 17, 2022  15:36:35",9459893061,20,1,one way
"Nov 17, 2022  15:37:52",7410329339,20,1,one way
"Nov 17, 2022  15:43:12",9245580220,20,1,one way
"Nov 17, 2022  17:17:05",9728245408,10,1,one way
"Nov 17, 2022  17:19:15",6553294107,30,3,one way
"Nov 17, 2022  17:23:08",8494889530,108,3,return
"Nov 17, 2022  18:06:55",7455727365,20,1,one way
"Nov 17, 2022  18:58:54",7933714045,9,1,return
"Nov 17, 2022  18:59:02",9513738768,20,1,one way
"Nov 17, 2022  19:04:48",9432313395,10,1,one way
"Nov 17, 2022  19:10:25",9636286272,5,1,one way
"Nov 17, 2022  19:12:35",9757833470,9,1,return
"Nov 17, 2022  20:17:40",8103509984,9,1,return
"Nov 18, 2022  02:23:17",7954960021,25,5,one way
"Nov 18, 2022  02:53:14",6676677471,10,1,one way
"Nov 18, 2022  02:58:34",9729977613,216,6,return
"Nov 18, 2022  03:02:10",6738844038,5,1,one way
"Nov 18, 2022  03:05:02",8725023947,5,1,one way
"Nov 18, 2022  03:53:17",6757390795,90,5,return
"Nov 18, 2022  04:42:23",7954845384,30,3,one way
"Nov 18, 2022  04:59:05",7308360679,10,2,one way
"Nov 18, 2022  05:58:42",9640548583,10,2,one way
"Nov 18, 2022  06:51:59",8191777961,20,1,one way
"Nov 18, 2022  06:54:43",9121639191,36,2,return
"Nov 18, 2022  07:17:46",8395797883,5,1,one way
"Nov 18, 2022  07:36:46",7266749964,10,1,one way
"Nov 18, 2022  08:06:43",8234855894,5,1,one way
"Nov 18, 2022  08:31:03",8130165363,10,1,one way
"Nov 18, 2022  08:34:57",9516041182,36,4,return
"Nov 18, 2022  08:51:48",8040662289,36,2,return
"Nov 18, 2022  09:31:06",7944543980,5,1,one way
"Nov 18, 2022  09:32:50",7328351660,20,1,one way
"Nov 18, 2022  09:47:05",7443794555,36,4,return
"Nov 18, 2022  10:09:50",8748726967,5,1,one way
"Nov 18, 2022  10:17:37",7666958226,5,1,one way
"Nov 18, 2022  11:39:16",6756998196,5,1,one way
"Nov 18, 2022  13:55:29",9394459529,20,1,one way
"Nov 18, 2022  14:13:47",9289967390,20,1,one way
"Nov 18, 2022  14:34:39",7015622350,5,1,one way
"Nov 18, 2022  14:36:58",7711943281,20,1,one way
"Nov 18, 2022  14:48:37",7007178639,20,1,one way
"Nov 18, 2022  15:02:53",7476383136,10,1,one way
"Nov 18, 2022  16:33:27",7772624250,20,1,one way
"Nov 18, 2022  16:41:14",9813926046,5,1,one way
"Nov 18, 2022  18:39:36",7468699075,10,1,one way
"Nov 18, 2022  19:02:38",9671838069,20,1,one way
"Nov 18, 2022  20:14:12",9251282312,20,1,one way
"Nov 18, 2022  20:33:39",9759974343,5,1,one way
"Nov 18, 2022  20:45:45",8708834575,20,1,one way
"Nov 18, 2022  21:05:20",9212863971,10,1,one way
"Nov 18, 2022  21:08:04",9463363758,36,4,return
"Nov 18, 2022  21:11:40",8397473268,90,5,return
"Nov 18, 2022  21:24:03",7947158685,20,1,one way
"Nov 18, 2022  22:02:21",9677090138,36,4,return
"Nov 18, 2022  22:26:50",7224128493,20,1,one way
"Nov 18, 2022  22:34:45",7718864660,5,1,one way
"Nov 18, 2022  22:41:57",6573103932,30,3,one way
"Nov 19, 2022  01:34:36",9102702427,5,1,one way
"Nov 19, 2022  02:55:41",7537655082,5,1,one way
"Nov 19, 2022  03:03:10",6698673165,10,1,one way
"Nov 19, 2022  03:15:24",8545398567,5,1,one way
"Nov 19, 2022  03:42:37",7410785204,10,1,one way
"Nov 19, 2022  03:57:45",8899188786,5,1,one way
"Nov 19, 2022  04:04:05",6997122016,10,1,one way
"Nov 19, 2022  05:02:59",9058964887,20,1,one way
"Nov 19, 2022  05:40:34",8394777152,5,1,one way
"Nov 19, 2022  06:25:21",6645206398,10,1,one way
"Nov 19, 2022  06:29:57",9547221598,5,1,one way
"Nov 19, 2022  06:49:58",7253545931,36,2,return
"Nov 19, 2022  06:54:00",7619298805,36,2,return
"Nov 19, 2022  07:24:14",7012817307,20,1,one way
"Nov 19, 2022  07:29:51",7016529570,5,1,one way
"Nov 19, 2022  07:49:44",8752591848,216,6,return
"Nov 19, 2022  07:57:04",7650244754,20,1,one way
"Nov 19, 2022  08:00:40",6854285058,10,2,one way
"Nov 19, 2022  08:21:07",7863517200,20,1,one way
"Nov 19, 2022  08:29:54",9337094461,5,1,one way
"Nov 19, 2022  09:16:51",7677297962,20,1,one way
"Nov 19, 2022  09:21:36",8304088918,80,4,one way
"Nov 19, 2022  09:29:05",6954418152,10,1,one way
"Nov 19, 2022  10:54:29",8118691927,5,1,one way
"Nov 19, 2022  10:59:14",9319500404,5,1,one way
"Nov 19, 2022  11:02:33",9787075344,10,1,one way
"Nov 19, 2022  12:01:18",8515622018,10,1,one way
"Nov 19, 2022  12:05:28",6738615173,9,1,return
"Nov 19, 2022  12:49:32",7317892644,20,1,one way
"Nov 19, 2022  12:56:27",9120966045,60,6,one way
"Nov 19, 2022  13:00:12",7840827680,216,6,return
"Nov 19, 2022  13:27:50",7370653286,108,3,return
"Nov 19, 2022  14:57:16",8810892563,216,6,return
"Nov 19, 2022  15:36:17",9763277775,20,1,one way
"Nov 19, 2022  15:51:07",8427867794,20,1,one way
"Nov 19, 2022  16:11:00",9104845605,20,1,one way
"Nov 19, 2022  16:15:45",9172322121,10,1,one way
"Nov 19, 2022  16:20:56",6945034530,20,1,one way
"Nov 19, 2022  16:37:55",6633524976,10,2,one way
"Nov 19, 2022  17:02:50",8923339230,5,1,one way
"Nov 19, 2022  17:23:43",9643469137,5,1,one way
"Nov 19, 2022  17:26:01",9439575899,20,1,one way
"Nov 19, 2022  17:26:10",8494739497,20,1,one way
"Nov 19, 2022  17:29:46",7366610513,5,1,one way
"Nov 19, 2022  17:34:13",8209914830,20,1,one way
"Nov 19, 2022  17:57:07",6648725860,20,1,one way
"Nov 19, 2022  17:59:00",6905524407,5,1,one way
